,Text ID,Sentiment Score,Title,GPE
56,9398,0.1511,Comey Must Explain Why He Advised Obama Not to Publicly Accuse Russia of Hacking Democrats,Fulfilling
57,10427,0.5719,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",Israel
58,7099,0.0,Monsieur Malbrough est Mort | New Eastern Outlook,Ukraine
59,8013,0.0,"What is one more election thread, ehhh?",India
60,10092,0.0,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,Russia
61,9121,0.0,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",India
62,8122,-0.7717,Suspect captured in ‘ambush-style’ killings of two Iowa cops,Syria
63,8988,0.4939,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,Calais
64,8682,-0.4824,Look at the SHOCKING Number of Kids Born To Illegals in 2014,France
65,6350,0.4404,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,Montenegro
66,7818,0.0,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,US
67,6408,0.0,Trumped!,India
68,8357,-0.5267,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,US
69,10511,0.0,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",Turkey
70,8322,0.0,The FBI intervenes in the 2016 election,Russia
71,6212,0.5719,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",US
72,6920,0.4588,Classless Obama Refuses Photo-Op of White House Welcome with Trump,Mosul
73,9468,0.2732,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,Mosul
74,6460,-0.296,Stuff in the News That No One Is Talking About Because of the Election,US
75,6809,0.0,Social Media Is Censoring FBI’s Re-Opened Clinton Email Investigation,Homs Province
76,6527,-0.2263,Shi’ite Militias Join Iraq’s Mosul Attack,The Vineyard of the
77,9447,0.2732,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,Orlando
78,7256,0.0,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,Palestine
79,7228,-0.4019,Are Tensions With Russia Even Real?,US
80,7628,0.0,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,Afghanistan
81,8918,-0.6808,Fifteen Quotes Proving False Flag Terrorism & the Existence of a ‘Shadow Government’,The United States
82,7711,0.0,"Former Ambassador Andrew Young calls for end to water fluoridation, “Civil Rights Issue”",Russia
83,9295,-0.6157,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,Florida
84,7474,0.3167,Undercover Video Exposes Obama’s Plan to Make American “Gun Laws” More Like Britain – TruthFeed,New Eastern Outlook
85,7661,-0.7184,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",U.S.
86,7443,0.5719,Should Christians Celebrate Halloween?,the United States of America
87,8210,-0.4588,Only Making Matters Worse in Syria,Turkey
88,9756,-0.4939,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,Australia
89,6851,0.7003,Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,Blogs
90,9239,0.0,"Michael Moore admits no women ever melted the ice caps, bombs American history",Oklahoma
91,6815,0.0,Culchie Tries To Explain Rules Of 25 One More Time,PARIS
92,7154,0.3182,Who had to go :-),US
93,7757,0.0,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,Russia
94,9557,0.0,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,Finland
95,5297,0.0,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,Canada
96,8142,0.0,We Live In A Time Where Each Individual Has Immense Power,U.S.
97,6176,-0.4767,Only Demented Imbeciles Want A Killary Reign Of Terror,US
98,9402,0.507,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,Alaska
99,6948,0.0,Americans Are So Disconnected From Reality That “Insouciant” Has Become An Euphemism,Quebec
100,9991,0.0,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",Enter Mosul
101,10555,0.0,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,US
102,8549,0.3612,Jubilee Year of Mercy ends on November 20. Following Judgment?,Wisconsin
103,6035,0.0,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,New Clinton Emails - The Onion - America's
104,9134,0.5267,Justice Clarence Thomas Describes Washington DC As “Broken”,Rome
105,6407,0.0,"The Week In Pictures – Week Of October 31, 2016 - The Onion - America's Finest News Source",Sledgehammer
106,6841,0.0,8 classic football banners of our time,North Carolina
107,8756,0.0,Tweetwave,US
108,5918,0.0,Trump’s Gettysburg Address against the New World Order,US
109,5307,0.0772,Trump Proudly Declares: Most Of The People I’ve Insulted Deserved It,Pakistan
110,8484,-0.6369,Dems sue GOP over Trump's 'rigged' complaints,India
111,9948,0.0,US Airstrikes on Iraqi Army Slowing Advance on Mosul,The United States of America
112,6058,-0.3182,"Clinton Camp Desperate, Russia Trains for WWIII",South Korea -
113,8767,-0.7964,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,Hollywood
114,9394,0.0,If Catcalls Were Politically Correct…,Syria
115,8428,0.0,Why Hillary Won't Unleash WWIII    : Information,Moscow
116,10357,-0.3716,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',Texas county
117,10257,0.0,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,Suburbs
118,7577,0.0772,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",Florida
119,9485,0.25,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,U.S.
120,6698,-0.8316,The circus of liars - America's three rings of evil clowns,Colombia
121,8516,0.0,Trump Has Forever Changed American Politics,France
122,10048,0.0,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",US
123,5724,0.0,Trump The President: What Does That Mean For The World? - CounterCurrents.org,Mosul
124,7892,-0.8779,Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist — New York Malpractice & Injury Lawyer Blog,the United States
125,9935,0.1027,FOX News Just Admitted It Made Up Story About Hillary Being “Indicted” For Foundation,US
126,6810,0.0,Repudiating the Media,Saudi Arabia
127,5847,0.0,Buchanan Smashes CNN Shill,Maryland
128,7815,0.5859,The Impossible Is Happening: Cubs Win World Series and Yes… Hillary Clinton is Now Likely to be Indicted,Undemocratic
129,10183,-0.6808,America After Election 2016: the Gullible and the Shattered - David Kerans,Turkey
130,6768,0.0772,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillary…Again (VIDEO),Oregon
131,10203,0.4926,‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,US
132,9953,0.128,Exclusive: Siege of Islamabad,Norway
133,9625,0.3182,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,Palmyra
134,6872,-0.3164,"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",Russia
135,8643,0.4019,Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,Syria
136,9265,0.0,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,China
137,5468,0.5719,President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,Russia
138,9044,0.2732,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,Berkeley
139,6203,-0.6908,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,France
140,6316,0.0,Representative Government or Thugocracy?,US
141,6850,-0.1779,Pro-Palestinian Propaganda Lowering Standards of Truth in America,US
142,6327,0.4588,Lifting weights could ward off dementia and make you smarter,France
143,6442,0.34,People excited about Christmas adverts told about rest of human culture,Yemen
144,6801,0.34,China Airport Security Robot Gives Electroshocks,Minnesota
145,9196,0.3802,"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",U.S.
146,9676,-0.5859,Doomsday Election,US
147,10194,0.7399,Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,The United States
148,8772,0.0,NAZI Flying Saucers & A Permanent Base in Antarctica,Malaysia
149,6862,0.0,BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,China
150,6871,-0.743,Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,Michigan
151,7391,0.3412,Trump Family Say Trump Brand Has NOT Been Damaged,Warsaw
152,9283,0.0,John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),London
153,8646,0.6705,The Rise of Mandatory Vaccinations Means the End of Medical Freedom,U.S.
154,6784,0.4767,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],Russia
155,9508,0.3818,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",Tokyo
156,8197,0.5319,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,Pakistan
157,5575,0.0,The Real Reason Obamacare is Coming Unglued,Balochistan
158,8114,-0.8126,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,United States
159,10246,0.0,Iraq’s Skies Darken as Islamic State Torches Oil,Saudi Arabia
160,9029,-0.7351,New Yorkers fight to overturn ballot selfie ban,North Korea
161,6448,-0.296,George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey,Israel
162,8294,0.0,Netflix Ceo: TV’s Future includes Hallucination Pills,US
163,7338,0.0,Comment on Elections 2012-16 by BeamMeUpScotty,Russia
164,5926,0.0,After Debate Duke Says USA becoming Banana Republic,America
165,5914,0.1027,"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",Philippines
166,9961,0.0,Podesta wiki leaks...We prefer Muslims over Christians....,Russia
167,6391,-0.2023,Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation,China
168,9521,0.0,Jews ‘blamed for Holocaust’ at House of Lords event,California
169,9340,0.25,Russia successfully tests its first-ever hypersonic weapon,Russia
170,8145,-0.25,The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL,Tal Afar
171,7844,0.0,Walmart Goes Against The Grain Of Obama’s America With New Thanksgiving Ad,Turkey
172,7928,0.0,The Path To Total Dictatorship: America’s “Shadow Government” And Its Silent Coup,America
173,9168,0.0,To the Youth a Day After the Election: Another World Is Possible,Russia
174,6455,-0.5719,Physical Gold Demand and Fear,America
175,6135,-0.5994,Comment on U.S. war with Iran has already begun by جنگ ارزی آمریکا علیه ایران / مورد مطالعاتی سال 1390 - کدآمایی,Ukraine
176,10021,0.2263,If You Have One Of These Old VHS Tapes It May Be Worth Over $1000,U.S.
177,6775,-0.8074,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,US
178,8263,0.7508,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots,America
179,6494,0.0,Hillary Clinton Is Now Radioactive – SoT #122,Florida
180,8521,0.0,VIDEO: Creepy Clown Gets Pistol-Whipped!,US
181,5722,0.4084,THE VISION THING 16    : Information,Tennessee
182,8340,0.0,The Other Way of Knowing,US
183,7006,-0.743,Comment on Police Officer’s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman),Russia
184,6287,0.5574,Supreme Court Decides to Weigh in On Transgender Rights,Kuznetsov
185,7119,-0.1779,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,California
186,6804,0.0,Obamacare Premiums Spike an Average of 25%!,United States
187,5352,0.0,Collective Consciousness – The Individual is Gone,Aliens
188,7771,0.0,What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!,D.C.
189,10454,0.0258,Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real,Profile
190,9814,0.5859,"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts",Profile
191,6429,0.0,#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX,Australia
192,6918,-0.6908,"ISIS Declares It Will kill Palestinians “One By One”’, Yet Remains Quiet On Israel",Saudi Arabia Re-Elected
193,9825,0.0,"Hillary, The Political Scientist",Mosul
194,7713,-0.372,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com",Ethiopia
195,6995,0.0,Links 11/12/16,Russia
196,9645,0.7494,Comment on Indoor Gardening Made Easy: The Nutritower! by Indoor Gardening Made Easy: The Nutritower! – Collective EvolutionGardening Business News UK | Gardening Business News UK,Syria
197,9251,0.0,US abstains from UN vote calling for end to Cuban embargo,US
198,8146,-0.4019,Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO),Venezuela
199,9722,0.1531,Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn,America
200,6170,-0.5499,"America Might Not Deserve Trump, But Dems and Hillary Deserved To Lose",Iran
201,5438,-0.5423,Just Another Day In the Life of the Clinton Crime Family,Tsunami
202,6329,-0.8126,Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?,New Zealand
203,9769,0.2732,"Hillary Clinton, FBI and the Real November Surprise     : Information",US
204,7877,-0.34,Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,Israel
205,5305,-0.0772,GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,Miami
206,8824,0.0,2:00PM Election Day Water Cooler 11/8/2016,Iran
207,9453,-0.296,News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubs’ World Series,Finland
208,5434,0.0,Your Facebook Page Could Land You In a FEMA Camp,Tehran
209,6665,0.0258,Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day,Pakistan
210,9554,0.4404,Your dog probably has better healthcare than you do,Standing Rock
211,8925,-0.3818,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,North Dakota
212,7953,-0.6808,Retired Bishop Explains Why The Catholic Church Invented Hell [Watch],Israel
213,6588,0.4019,Will a No-Fly Zone Help the People of Aleppo?,FLORIDA
214,9586,-0.6786,"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",California
215,6299,-0.7964,"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",Jerusalem
216,10314,-0.7906,War on Drugs Heading in Wrong Direction?,Old City
217,9648,0.25,"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”",India
218,9437,-0.3786,Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,Swansea City
219,9444,-0.6597,"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific",America
220,9560,-0.4404,The Middle East Crises Trump Inherits Could Still Suck Him in,U.S.
221,8133,-0.34,John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,America
222,10548,-0.5994,Joe Giambrone on Hollywood’s Shameless & Underhanded Assault on Political Truth,North Carolina
223,10363,-0.34,"Blame government, not markets for monopoly",Paris
224,5685,0.5859,Carrot Top To Give Nobel Awards At Drive Thru Window,New Moon
225,6128,-0.1531,Gauis Publius: TPP Has Picked Up a Powerful Enemy — Black Lives Matter,U.S.
226,7303,0.0,Training French soldiers to supervise Daesh,Syria
227,8367,0.0,November 8 Is (Finally) Here: An Abridged Election Day Resource Guide,Britain
228,9553,-0.6249,The Anatomy of Crisis and the Decline of US Empire,America
229,6917,-0.6249,7 Ways To Prepare For An Economic Crisis,New York
230,7811,-0.6249,"14 Days to Do 14 Things, If Hillary’s Indicted-Extreme Violence Expected",Russia
231,7529,0.0,Daesh abducts 1000s near Mosul to use them as human shields: UN,France
232,8353,0.25,Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,Morocco
233,10250,0.0,"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",Spain
234,8696,-0.5859,Unprecedented Surge In Election Fraud Incidents From Around The Country,Israel
235,9749,0.0,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,Israel
236,7253,-0.6486,"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",Mosul
237,5869,0.5267,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,California
238,6369,0.1531,Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,America
239,7701,0.0,You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,Standing Rock
240,6113,0.4588,The World Is About To Witness A Breathtaking Once In A Century Event,Jynxster
241,9696,-0.5255,Forbidden History. Secret Egyptology Exposed!,Russia
242,10124,-0.296,THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT,Paris
243,9390,-0.804,CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS,Russia
244,8552,-0.5994,Can nuclear war break out on the Korean Peninsula?,Germany
245,7863,-0.6486,Hacking Accusations Against Russia Are Sign of Washington's Desperation,US
246,8614,-0.807,Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,Cleveland
247,10518,0.0,Election 2016 and the Weaponization of the American Public,US
248,9231,0.0,COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile,Russia
249,8088,0.0,Hillary Clinton in lead a day before Election Day,Florida
250,9307,-0.5562,Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And It’s EPIC!,Abu Dhabi
251,8483,0.0,"Meteor, space junk, rocket? Mysterious flash hits Siberia",Wales
252,10531,-0.5423,‘Why is it the first time I’m hearing about this?’ asks office wanker,Britain
253,5330,-0.1531,"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",Russia
254,6975,-0.2755,"We do not like trampolining, say hedgehogs",Turkey
255,9618,-0.4588,President Putin Asks US To Stop Provoking Russia,Raqqa
256,7589,0.4215,“I’ve Always Been An Admirer Of Donald Trump” – Taoiseach,Guatemala
257,9640,0.0,Now waiting for the results | Opinion - Conservative,Iceland
258,8059,-0.4767,BrotherJohnF Silver Update: Fake Election,D.C.
259,8692,0.0,"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!",Washington DC
260,9614,-0.2732,Which Non-OPEC Producers Can Be Expected To Cut?,US
261,7147,0.0,Trump Team Begins Making List Of Executive Orders To ‘Erase Obama’s Presidency’ On Day One,Iran
262,10396,-0.5423,What The Trump Skeptics Got Wrong,Yemen
263,10442,-0.5267,Hillary Clinton Jumps the Shark with ‘Trump’s Secret Russian Server’ Conspiracy Theory,America
264,9738,-0.8225,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,Russia
265,7410,-0.34,Re: Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt,US
266,5551,-0.6798,"NGOs should condemn terrorists in Syria, not Russia fighting them – Foreign Ministry",US
267,8648,-0.5423,Genetically Modified Crops in U.S. Fail to Deliver Expected Yields,Mosul
268,9968,-0.5423,The Fatal Expense Of American Imperialism,modern MI6
269,6818,-0.25,Comment on A Group Of Reluctant Men Hold Kittens For The First Time. Hilarity Ensures by para para dinle,Britain
270,7103,-0.7206,Hillary Clinton BETRAYED by Her Own Family: “We’re Voting for Trump!”,Arizona
271,7938,0.0772,Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic [1],Oregon
272,6132,0.4019,#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie [VIDEO],Mosul
273,6865,0.0,Doctor Finds New Life As A Clown More Fulfilling | GomerBlog,Canada
274,7986,0.34,BREAKING : Bay of Pigs Veterans Association Endorses Donald Trump – TruthFeed,Saudi Arabia
275,6622,0.0258,Rigged Election: Hillary & Trump Caught Partying with Kissinger at Jesuit Gala,US
276,9785,0.0,Israel: 1984 Everlasting,China
277,5485,-0.5719,Georgia Abandons Ukraine's Anti-Russian Obsession - Archil Sikharulidze,US
278,9748,0.0,"Trump Vows To ""Renovate"" the Bill of Rights",Yemen
279,6351,0.4404,CNN Breaking News: Trump Tells Supporters To Vote Multiple Times,Russia
280,9652,0.0,Hillary’s “Big Tent” is Obama’s “Grand Bargain” on Steroids,Iran
281,6893,0.0,October 28: Daily Contrarian Reads,Russia
282,7831,-0.2732,"How Western Media Teleported a Child 'Victim' from Homs to Aleppo (PHOTOS, VIDEO)",Syria
283,9253,0.0,"James Comey to be taken out, knows too much about Clintons",Moscow
284,8577,0.0,"‘A noun, a verb and Donald Trump’: Rubio seeks to seize on Murphy’s flaw",Russia
285,10130,-0.6124,The True Scandal of 2016 Was The Torture of Chelsea Manning     :,Russia
286,10391,-0.4215,"“CLINTON, INC”: WATCH HOW’S IT PAINS MSM TO REPORT CLINTON CORRUPTION",the United States
287,9742,0.7003,I dare you to restrain yourself from laughing at Trump and Hillary in a stronger hot show,US
288,7946,-0.6486,UFO Investigator - MAX SPIERS - Found Dead After Vomiting Black Liquid.,Russia
289,6939,-0.3818,Jewish Press Releases Audio Tape Exposing Hillary Clinton Plotting to Rig Election,US
290,7317,-0.2808,Clinton Campaign STUNNED As FBI Reportedly Reopens Probe Into Hillary Clinton Emails,Russia
291,6814,0.0,Physicists just found more hints of an elusive particle that’s its own antiparticle,Russia
292,5871,-0.516,SHOCK: NSA Can Recover ALL of Hillary’s Deleted Emails,Ukrainian
293,6863,-0.4939,Electronic Voting Machines Caught Switching Trump Votes To Hillary: “Trying to Steal Texas” | Survival,India
294,10300,0.0,"India's Stonehenge: 7,000-Year-Old Megalithic Site is Oldest Observatory in South Asia",U.S.
295,9765,0.2023,Top US General Pleads With Troops Not To Revolt Over 2016,North Dakota
296,9569,0.25,Why Director Comey jumped at the chance to reopen Hillary investigation,Russia
